model_tag,aux_pair,distance_bucket,role,layer,real_mean,rand_mean,n
phi2,be_present,long,prefix_before_subject,3,0.004705076217651367,-0.02260385513305664,100
phi2,be_present,long,prefix_before_subject,4,-0.04489615440368652,0.06318347930908202,100
phi2,be_present,long,prefix_before_subject,5,-0.011687393188476563,0.0007007694244384765,100
phi2,be_present,long,prefix_before_subject,6,0.018409929275512694,-0.003886241912841797,100
phi2,be_present,long,prefix_before_subject,7,0.0034996700286865235,-0.010823898315429688,100
phi2,be_present,long,prefix_before_subject,8,0.0025935649871826174,-0.081702241897583,100
phi2,be_present,long,prefix_before_subject,9,0.11385977745056153,-0.03680072784423828,100
phi2,be_present,long,prefix_before_subject,10,0.17092453002929686,0.03097555160522461,100
phi2,be_present,long,prefix_before_subject,11,0.13955903053283691,0.030228538513183592,100
phi2,be_present,long,prefix_before_subject,12,0.1020956039428711,0.05336034774780273,100
phi2,be_present,long,prefix_before_subject,13,0.11998604774475098,-0.1063442039489746,100
phi2,be_present,long,prefix_before_subject,14,0.14444385528564452,-0.009770336151123047,100
phi2,be_present,long,prefix_before_subject,15,0.10623607635498047,-0.11669060707092285,100
phi2,be_present,long,prefix_before_subject,16,0.20327466011047363,0.010901269912719726,100
phi2,be_present,long,prefix_before_subject,17,0.1810347843170166,0.0814827823638916,100
phi2,be_present,long,prefix_before_subject,18,0.11519543647766113,-0.11064459800720215,100
phi2,be_present,long,prefix_before_subject,19,0.16790946960449218,0.12314604759216309,100
phi2,be_present,long,prefix_before_subject,20,0.21064108848571778,0.03562400817871094,100
phi2,be_present,long,prefix_before_subject,21,0.26026156425476077,0.12961535453796386,100
phi2,be_present,long,prefix_before_subject,22,0.5010658073425293,0.006053810119628906,100
phi2,be_present,long,prefix_before_subject,23,0.13073416709899902,0.0047038841247558595,100
phi2,be_present,long,prefix_before_subject,24,-0.03951615333557129,-0.026796607971191405,100
phi2,be_present,long,prefix_before_subject,25,0.0199556827545166,-0.10306201934814453,100
phi2,be_present,long,prefix_before_subject,26,0.004595766067504883,0.0010291576385498048,100
phi2,be_present,long,prefix_before_subject,27,0.025436525344848634,-0.008560514450073243,100
phi2,be_present,long,prefix_before_subject,28,-0.08712810516357422,-0.029315338134765626,100
phi2,be_present,long,prefix_before_subject,29,-0.10173150062561036,0.052302494049072265,100
phi2,be_present,long,prefix_before_subject,30,-0.09345237731933594,0.2330465316772461,100
phi2,be_present,long,prefix_before_subject,31,0.0,0.0,100
